step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,6.93238,95.55202,-1,6.93238,7337,-1,-1,7337,"(busybox,n2),(memcached,n2),(nginx,n2),(mariadb,n2),(alpine,n2),(traefik,n2),(httpd,n2),(postgres,n2),(memcached,n13),(traefik,n13),(postgres,n13),(memcached,n31),(traefik,n31),(traefik,n63)",,,"(busybox,n2),(memcached,n2),(nginx,n2),(mariadb,n2),(alpine,n2),(traefik,n2),(httpd,n2),(postgres,n2),(memcached,n13),(traefik,n13),(postgres,n13),(memcached,n31),(traefik,n31),(traefik,n63)"
1,17.76188,95.19842,65.14573,82.90761,8685,-1,-1,8685,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n13),(postgres,n13),(memcached,n15),(traefik,n15),(postgres,n15),(memcached,n31),(mariadb,n3),(traefik,n18),(traefik,n30),(postgres,n30),(httpd,n12)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n13),(postgres,n13),(memcached,n15),(traefik,n15),(postgres,n15),(memcached,n31),(mariadb,n3),(traefik,n18),(traefik,n30),(postgres,n30),(httpd,n12)"
2,6.60051,95.27446,65.31948,71.91999,8427,-1,-1,8427,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(nginx,n3),(mariadb,n3),(traefik,n3),(httpd,n3),(postgres,n3),(memcached,n13),(nginx,n13),(mariadb,n13),(traefik,n13),(httpd,n13),(postgres,n13),(traefik,n15),(traefik,n29)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(nginx,n3),(mariadb,n3),(traefik,n3),(httpd,n3),(postgres,n3),(memcached,n13),(nginx,n13),(mariadb,n13),(traefik,n13),(httpd,n13),(postgres,n13),(traefik,n15),(traefik,n29)"
3,9.38429,95.27442,65.31967,74.70396,7657,-1,-1,7657,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n2),(traefik,n2),(memcached,n12),(nginx,n12),(postgres,n12),(mariadb,n15),(traefik,n15),(httpd,n15),(traefik,n3)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n2),(traefik,n2),(memcached,n12),(nginx,n12),(postgres,n12),(mariadb,n15),(traefik,n15),(httpd,n15),(traefik,n3)"
4,6.82493,95.29457,65.27651,72.10144,11096,-1,-1,11096,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(traefik,n3),(postgres,n3),(memcached,n5),(traefik,n5),(memcached,n13),(nginx,n13),(mariadb,n13),(traefik,n13),(httpd,n13),(postgres,n13),(memcached,n107),(nginx,n107),(mariadb,n107),(traefik,n107),(httpd,n107),(postgres,n107),(traefik,n15)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(traefik,n3),(postgres,n3),(memcached,n5),(traefik,n5),(memcached,n13),(nginx,n13),(mariadb,n13),(traefik,n13),(httpd,n13),(postgres,n13),(memcached,n107),(nginx,n107),(mariadb,n107),(traefik,n107),(httpd,n107),(postgres,n107),(traefik,n15)"
5,9.28106,95.32753,65.34118,74.62223999999999,7492,-1,-1,7492,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(mariadb,n3),(traefik,n3),(postgres,n3),(memcached,n12),(nginx,n12),(mariadb,n12),(httpd,n12),(traefik,n10),(traefik,n15),(traefik,n42)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(mariadb,n3),(traefik,n3),(postgres,n3),(memcached,n12),(nginx,n12),(mariadb,n12),(httpd,n12),(traefik,n10),(traefik,n15),(traefik,n42)"
6,1871.18944,14.05385,65.29483,1936.4842700000002,9125,10658,-1,9125,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(busybox,n6),(busybox,n7),(busybox,n8),(mariadb,n8),(busybox,n9),(busybox,n32),(busybox,n34),(busybox,n35),(memcached,n3),(traefik,n3),(httpd,n3),(postgres,n3),(memcached,n14),(traefik,n14),(memcached,n75),(postgres,n75),(nginx,n12),(nginx,n46),(traefik,n46),(httpd,n100)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n13),(alpine,n13),(busybox,n27),(alpine,n27),(nginx,n27),(httpd,n27),(mariadb,n27),(postgres,n27),(memcached,n7),(traefik,n7),(nginx,n7),(httpd,n7),(mariadb,n7),(postgres,n7),(memcached,n3),(traefik,n3)",,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(busybox,n6),(busybox,n7),(busybox,n8),(mariadb,n8),(busybox,n9),(busybox,n32),(busybox,n34),(busybox,n35),(memcached,n3),(traefik,n3),(httpd,n3),(postgres,n3),(memcached,n14),(traefik,n14),(memcached,n75),(postgres,n75),(nginx,n12),(nginx,n46),(traefik,n46),(httpd,n100)"
7,5.46727,59.80412,65.36108,70.82835,13048,15340,-1,13048,"(busybox,n2),(memcached,n2),(nginx,n2),(mariadb,n2),(alpine,n2),(traefik,n2),(httpd,n2),(postgres,n2),(busybox,n124),(memcached,n124),(nginx,n124),(mariadb,n124),(alpine,n124),(traefik,n124),(httpd,n124),(postgres,n124),(memcached,n3),(traefik,n3),(memcached,n13),(httpd,n13),(traefik,n27)","(busybox,n2),(alpine,n2),(memcached,n2),(traefik,n2),(nginx,n2),(httpd,n2),(mariadb,n2),(postgres,n2),(busybox,n124),(alpine,n124),(memcached,n124),(traefik,n124),(nginx,n124),(httpd,n124),(mariadb,n124),(postgres,n124),(busybox,n13),(alpine,n13),(nginx,n13),(httpd,n13),(mariadb,n13),(postgres,n13),(busybox,n27),(alpine,n27),(memcached,n27),(traefik,n27),(nginx,n27),(httpd,n27),(mariadb,n27),(postgres,n27),(memcached,n3),(traefik,n3)",,"(busybox,n2),(memcached,n2),(nginx,n2),(mariadb,n2),(alpine,n2),(traefik,n2),(httpd,n2),(postgres,n2),(busybox,n124),(memcached,n124),(nginx,n124),(mariadb,n124),(alpine,n124),(traefik,n124),(httpd,n124),(postgres,n124),(memcached,n3),(traefik,n3),(memcached,n13),(httpd,n13),(traefik,n27)"
8,8.08594,95.26658,65.26302,73.34896,10804,-1,-1,10804,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(traefik,n3),(memcached,n5),(traefik,n5),(httpd,n5),(memcached,n13),(nginx,n13),(mariadb,n13),(traefik,n13),(httpd,n13),(postgres,n13),(memcached,n107),(nginx,n107),(mariadb,n107),(traefik,n107),(httpd,n107),(postgres,n107),(traefik,n10)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(traefik,n3),(memcached,n5),(traefik,n5),(httpd,n5),(memcached,n13),(nginx,n13),(mariadb,n13),(traefik,n13),(httpd,n13),(postgres,n13),(memcached,n107),(nginx,n107),(mariadb,n107),(traefik,n107),(httpd,n107),(postgres,n107),(traefik,n10)"
9,7.58599,95.30647,65.31101,72.89699999999999,9400,-1,-1,9400,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(nginx,n3),(traefik,n3),(httpd,n3),(memcached,n10),(memcached,n15),(memcached,n107),(nginx,n107),(mariadb,n107),(traefik,n107),(httpd,n107),(postgres,n107),(traefik,n29)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(nginx,n3),(traefik,n3),(httpd,n3),(memcached,n10),(memcached,n15),(memcached,n107),(nginx,n107),(mariadb,n107),(traefik,n107),(httpd,n107),(postgres,n107),(traefik,n29)"
10,75.74696,95.29853,65.32705,141.07401,13882,-1,-1,13882,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(mariadb,n3),(httpd,n3),(memcached,n10),(memcached,n12),(memcached,n57),(memcached,n113),(mariadb,n113),(traefik,n113),(httpd,n113),(nginx,n7),(nginx,n30),(traefik,n30),(nginx,n110),(postgres,n110),(traefik,n5),(postgres,n5),(traefik,n72)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n3),(mariadb,n3),(httpd,n3),(memcached,n10),(memcached,n12),(memcached,n57),(memcached,n113),(mariadb,n113),(traefik,n113),(httpd,n113),(nginx,n7),(nginx,n30),(traefik,n30),(nginx,n110),(postgres,n110),(traefik,n5),(postgres,n5),(traefik,n72)"
