step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,470.20817,185.4091,-1,470.20817,22621,-1,-1,22621,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n86),(memcached,n253),(memcached,n920),(traefik,n920),(httpd,n920),(postgres,n920),(ubuntu,n920),(redis,n920),(rabbitmq,n920),(mysql,n920),(traefik,n47),(traefik,n148),(traefik,n185),(postgres,n202),(ubuntu,n133),(ubuntu,n286),(redis,n119),(redis,n318),(redis,n562),(redis,n835),(mysql,n6),(mysql,n210),(mysql,n551),(mysql,n665)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n86),(memcached,n253),(memcached,n920),(traefik,n920),(httpd,n920),(postgres,n920),(ubuntu,n920),(redis,n920),(rabbitmq,n920),(mysql,n920),(traefik,n47),(traefik,n148),(traefik,n185),(postgres,n202),(ubuntu,n133),(ubuntu,n286),(redis,n119),(redis,n318),(redis,n562),(redis,n835),(mysql,n6),(mysql,n210),(mysql,n551),(mysql,n665)"
1,915.63658,187.0934,7.41103,923.04761,30325,-1,-1,30325,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(busybox,n890),(memcached,n890),(nginx,n890),(mariadb,n890),(alpine,n890),(traefik,n890),(httpd,n890),(postgres,n890),(ubuntu,n890),(redis,n890),(rabbitmq,n890),(mysql,n890),(memcached,n76),(memcached,n230),(traefik,n105),(traefik,n248),(redis,n248),(traefik,n289),(postgres,n523),(ubuntu,n3),(ubuntu,n133),(redis,n80),(redis,n220),(mysql,n8),(mysql,n42),(mysql,n51),(mysql,n187),(mysql,n742)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(busybox,n890),(memcached,n890),(nginx,n890),(mariadb,n890),(alpine,n890),(traefik,n890),(httpd,n890),(postgres,n890),(ubuntu,n890),(redis,n890),(rabbitmq,n890),(mysql,n890),(memcached,n76),(memcached,n230),(traefik,n105),(traefik,n248),(redis,n248),(traefik,n289),(postgres,n523),(ubuntu,n3),(ubuntu,n133),(redis,n80),(redis,n220),(mysql,n8),(mysql,n42),(mysql,n51),(mysql,n187),(mysql,n742)"
2,380.95149,188.99714,136.11695,517.06844,22231,-1,-1,22231,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n110),(memcached,n430),(memcached,n459),(redis,n459),(traefik,n92),(ubuntu,n92),(traefik,n172),(traefik,n457),(postgres,n5),(ubuntu,n30),(redis,n25),(redis,n148),(redis,n149),(redis,n174),(mysql,n42),(mysql,n76),(mysql,n130),(mysql,n580),(mysql,n865)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n110),(memcached,n430),(memcached,n459),(redis,n459),(traefik,n92),(ubuntu,n92),(traefik,n172),(traefik,n457),(postgres,n5),(ubuntu,n30),(redis,n25),(redis,n148),(redis,n149),(redis,n174),(mysql,n42),(mysql,n76),(mysql,n130),(mysql,n580),(mysql,n865)"
3,413.27385,188.48746,140.42206,553.6959099999999,20889,-1,-1,20889,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n158),(memcached,n363),(memcached,n920),(traefik,n49),(traefik,n375),(mysql,n375),(traefik,n545),(postgres,n5),(ubuntu,n62),(ubuntu,n81),(redis,n98),(redis,n414),(redis,n673),(mysql,n92),(mysql,n665)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n158),(memcached,n363),(memcached,n920),(traefik,n49),(traefik,n375),(mysql,n375),(traefik,n545),(postgres,n5),(ubuntu,n62),(ubuntu,n81),(redis,n98),(redis,n414),(redis,n673),(mysql,n92),(mysql,n665)"
4,383.97453,193.05596,138.30392,522.27845,20975,-1,-1,20975,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n3),(mysql,n3),(memcached,n383),(traefik,n100),(traefik,n158),(traefik,n248),(redis,n248),(mysql,n248),(postgres,n474),(ubuntu,n59),(ubuntu,n406),(ubuntu,n694),(redis,n51),(redis,n72),(redis,n144),(mysql,n187),(mysql,n495),(mysql,n1012)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n3),(mysql,n3),(memcached,n383),(traefik,n100),(traefik,n158),(traefik,n248),(redis,n248),(mysql,n248),(postgres,n474),(ubuntu,n59),(ubuntu,n406),(ubuntu,n694),(redis,n51),(redis,n72),(redis,n144),(mysql,n187),(mysql,n495),(mysql,n1012)"
5,356.44736,190.14743,11.17725,367.62461,20474,-1,-1,20474,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(busybox,n814),(memcached,n814),(nginx,n814),(mariadb,n814),(alpine,n814),(traefik,n814),(httpd,n814),(postgres,n814),(ubuntu,n814),(redis,n814),(rabbitmq,n814),(mysql,n814),(memcached,n13),(memcached,n86),(memcached,n801),(traefik,n51),(traefik,n92),(traefik,n98),(postgres,n174),(ubuntu,n81),(ubuntu,n148),(redis,n42),(redis,n248),(mysql,n248),(redis,n386),(mysql,n3),(mysql,n339),(mysql,n439),(mysql,n665)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(busybox,n814),(memcached,n814),(nginx,n814),(mariadb,n814),(alpine,n814),(traefik,n814),(httpd,n814),(postgres,n814),(ubuntu,n814),(redis,n814),(rabbitmq,n814),(mysql,n814),(memcached,n13),(memcached,n86),(memcached,n801),(traefik,n51),(traefik,n92),(traefik,n98),(postgres,n174),(ubuntu,n81),(ubuntu,n148),(redis,n42),(redis,n248),(mysql,n248),(redis,n386),(mysql,n3),(mysql,n339),(mysql,n439),(mysql,n665)"
6,365.31895,187.82349,8.72743,374.04638,25037,-1,-1,25037,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n3),(ubuntu,n3),(memcached,n348),(memcached,n446),(traefik,n6),(traefik,n51),(traefik,n174),(postgres,n86),(ubuntu,n158),(ubuntu,n611),(redis,n8),(redis,n19),(redis,n242),(redis,n275),(mysql,n91),(mysql,n422),(mysql,n485),(mysql,n514)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n3),(ubuntu,n3),(memcached,n348),(memcached,n446),(traefik,n6),(traefik,n51),(traefik,n174),(postgres,n86),(ubuntu,n158),(ubuntu,n611),(redis,n8),(redis,n19),(redis,n242),(redis,n275),(mysql,n91),(mysql,n422),(mysql,n485),(mysql,n514)"
7,363.22069,187.86733,137.82388,501.04457,22087,-1,-1,22087,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n92),(mysql,n92),(memcached,n307),(ubuntu,n307),(traefik,n62),(traefik,n210),(traefik,n375),(mysql,n375),(postgres,n579),(ubuntu,n16),(ubuntu,n31),(redis,n5),(redis,n19),(redis,n30),(redis,n50),(mysql,n286),(mysql,n344),(mysql,n596)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(ubuntu,n1),(redis,n1),(rabbitmq,n1),(mysql,n1),(memcached,n92),(mysql,n92),(memcached,n307),(ubuntu,n307),(traefik,n62),(traefik,n210),(traefik,n375),(mysql,n375),(postgres,n579),(ubuntu,n16),(ubuntu,n31),(redis,n5),(redis,n19),(redis,n30),(redis,n50),(mysql,n286),(mysql,n344),(mysql,n596)"
8,356.52847,187.67883,8.56597,365.09444,27556,-1,-1,27556,"(busybox,n2),(memcached,n2),(nginx,n2),(mariadb,n2),(alpine,n2),(traefik,n2),(httpd,n2),(postgres,n2),(ubuntu,n2),(redis,n2),(rabbitmq,n2),(mysql,n2),(busybox,n1006),(memcached,n1006),(nginx,n1006),(mariadb,n1006),(alpine,n1006),(traefik,n1006),(httpd,n1006),(postgres,n1006),(ubuntu,n1006),(redis,n1006),(rabbitmq,n1006),(mysql,n1006),(memcached,n169),(memcached,n329),(memcached,n345),(memcached,n481),(redis,n481),(traefik,n19),(httpd,n19),(traefik,n43),(ubuntu,n43),(mysql,n43),(traefik,n100),(traefik,n122),(traefik,n173),(postgres,n231),(postgres,n622),(ubuntu,n622),(ubuntu,n248),(redis,n17),(redis,n106),(redis,n303),(rabbitmq,n174),(mysql,n158),(mysql,n339),(mysql,n375),(mysql,n456)",,,"(busybox,n2),(memcached,n2),(nginx,n2),(mariadb,n2),(alpine,n2),(traefik,n2),(httpd,n2),(postgres,n2),(ubuntu,n2),(redis,n2),(rabbitmq,n2),(mysql,n2),(busybox,n1006),(memcached,n1006),(nginx,n1006),(mariadb,n1006),(alpine,n1006),(traefik,n1006),(httpd,n1006),(postgres,n1006),(ubuntu,n1006),(redis,n1006),(rabbitmq,n1006),(mysql,n1006),(memcached,n169),(memcached,n329),(memcached,n345),(memcached,n481),(redis,n481),(traefik,n19),(httpd,n19),(traefik,n43),(ubuntu,n43),(mysql,n43),(traefik,n100),(traefik,n122),(traefik,n173),(postgres,n231),(postgres,n622),(ubuntu,n622),(ubuntu,n248),(redis,n17),(redis,n106),(redis,n303),(rabbitmq,n174),(mysql,n158),(mysql,n339),(mysql,n375),(mysql,n456)"
