step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,1.83853,0.2223,-1,1.83853,4768,5992,-1,4768,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n9),(traefik,n9)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n9),(traefik,n9)",,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n9),(traefik,n9)"
1,0.7032,0.12362,0.22603,0.22603,5864,7088,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n2),(traefik,n2)","(memcached,n2),(traefik,n2),(memcached,n1),(traefik,n1),(busybox,n1),(alpine,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1)","(memcached,n2),(traefik,n2),(memcached,n1),(traefik,n1),(busybox,n1),(alpine,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1)"
2,0.70403,0.19872,0.03624,0.03624,5864,7088,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)"
3,0.74795,0.05201,0.08765,0.08765,4494,4494,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)"
4,0.69373,0.07874,0.03885,0.03885,4768,5992,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n9),(traefik,n9)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n9),(traefik,n9)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)"
5,0.65734,0.19737,0.08822,0.08822,5864,7088,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)"
6,0.64171,0.05145,0.03429,0.03429,4494,4494,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)"
7,0.73133,0.18039,0.08858,0.08858,5864,7088,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)"
8,0.71671,0.22107,0.0369,0.0369,5864,7088,5864,5864,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)","(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(memcached,n2),(traefik,n2)"
9,0.68879,4.2966,0.08462,0.77341,12806,14030,-1,12806,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(busybox,n51),(memcached,n51),(nginx,n51),(mariadb,n51),(alpine,n51),(traefik,n51),(httpd,n51),(postgres,n51),(memcached,n7),(traefik,n7)","(busybox,n51),(alpine,n51),(memcached,n51),(traefik,n51),(nginx,n51),(httpd,n51),(mariadb,n51),(postgres,n51),(busybox,n1),(alpine,n1),(memcached,n1),(traefik,n1),(nginx,n1),(httpd,n1),(mariadb,n1),(postgres,n1),(busybox,n10),(alpine,n10),(nginx,n10),(httpd,n10),(mariadb,n10),(postgres,n10),(memcached,n7),(traefik,n7)",,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(alpine,n1),(traefik,n1),(httpd,n1),(postgres,n1),(busybox,n51),(memcached,n51),(nginx,n51),(mariadb,n51),(alpine,n51),(traefik,n51),(httpd,n51),(postgres,n51),(memcached,n7),(traefik,n7)"
