asp_time,heu_time,asp_cost,heu_cost,asp_placement,heu_placement
0.24894,0.25463,4955,4959,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n6),(nginx,n6),(mariadb,n6)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n14),(memcached,n6),(nginx,n6),(mariadb,n6)"
0.25324,0.2022,1418,1418,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24222,0.22244,2253,2836,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n11)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n44),(nginx,n44),(mariadb,n44),(memcached,n11)"
0.24094,0.24184,2127,2127,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4)"
0.24455,0.23494,3340,3923,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n26),(nginx,n26),(mariadb,n26),(memcached,n5)"
0.24399,0.19771,2836,2836,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.23567,0.20737,2127,2127,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4)"
0.24231,0.19535,1418,1418,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24501,0.2278,961,1544,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n16)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n45),(nginx,n45),(mariadb,n45),(memcached,n18)"
0.24979,0.18966,3545,3545,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.2468,0.20279,3545,3545,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.2314,1.01211,6633,7216,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4),(memcached,n6)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4),(busybox,n22),(nginx,n22),(mariadb,n22),(memcached,n6)"
0.25251,0.19934,2127,2127,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.25664,0.19274,1418,1418,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24522,0.19786,709,709,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24733,0.2214,2962,3545,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n4)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n48),(nginx,n48),(mariadb,n48),(memcached,n4)"
0.23347,0.36508,6381,6381,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n25),(memcached,n25),(nginx,n25),(mariadb,n25)","(busybox,n25),(memcached,n25),(nginx,n25),(mariadb,n25),(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24516,0.19392,709,709,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.2477,0.20712,3671,4254,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n8)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n33),(nginx,n33),(mariadb,n33),(memcached,n8)"
0.25607,0.20785,3671,4254,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n4)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n36),(nginx,n36),(mariadb,n36),(memcached,n30)"
0.24611,0.20994,1544,2127,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n8)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n33),(nginx,n33),(mariadb,n33),(memcached,n8)"
0.24227,0.1907,2836,2836,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.2414,0.20794,3671,4254,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n8)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n18),(nginx,n18),(mariadb,n18),(memcached,n24)"
0.24159,0.19674,2253,2836,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n19)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n19),(memcached,n19),(nginx,n19),(mariadb,n19)"
0.24201,0.1955,3545,3545,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24493,0.2199,1670,2836,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5),(memcached,n7)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(nginx,n4),(mariadb,n4),(busybox,n21),(memcached,n21),(nginx,n21),(mariadb,n21),(memcached,n5)"
0.24284,1.21208,2836,2836,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24631,0.19522,1418,1418,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.23606,0.29536,4963,4963,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4)","(busybox,n4),(memcached,n4),(nginx,n4),(mariadb,n4),(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24149,0.19386,709,709,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.26751,0.20931,2962,3545,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n15)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n23),(nginx,n23),(mariadb,n23),(memcached,n15)"
0.2436,0.19473,1418,1418,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24257,0.19146,709,709,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24739,0.1982,1418,1418,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.25699,0.21136,1418,1418,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
0.24424,0.19973,3545,3545,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3)"
