asp_time,heu_time,asp_cost,heu_cost,asp_placement,heu_placement
48.20476,0.29859,6627,7614,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n5),(postgres,n5),(traefik,n42),(redis,n42),(ubuntu,n63),(mysql,n51)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n63),(alpine,n63),(ubuntu,n63),(memcached,n63),(traefik,n63),(redis,n63),(nginx,n63),(httpd,n63),(rabbitmq,n63),(mariadb,n63),(postgres,n63),(mysql,n63)"
3.56223,0.29933,12690,12690,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3)"
35.68145,1.54223,16329,18567,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n13),(mariadb,n13),(httpd,n13),(ubuntu,n13),(mysql,n13),(memcached,n65),(traefik,n65),(ubuntu,n65),(redis,n65),(mysql,n65),(nginx,n8),(traefik,n8),(postgres,n8),(redis,n8),(rabbitmq,n8)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n28),(alpine,n28),(ubuntu,n23),(memcached,n23),(traefik,n23),(redis,n23),(mysql,n23),(nginx,n13),(httpd,n13),(rabbitmq,n13),(mariadb,n13),(postgres,n13)"
4.15375,0.44352,6627,7614,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n15),(traefik,n15),(postgres,n15),(ubuntu,n15),(redis,n15),(mysql,n15)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n28),(alpine,n28),(nginx,n28),(httpd,n28),(rabbitmq,n28),(mariadb,n28),(ubuntu,n15),(traefik,n15),(redis,n15),(mysql,n15),(memcached,n21),(postgres,n21)"
4.02989,1.3168,15792,16779,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n4),(traefik,n4),(postgres,n4),(ubuntu,n4),(redis,n4),(mysql,n4)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n55),(alpine,n55),(nginx,n55),(httpd,n55),(rabbitmq,n55),(mariadb,n55),(ubuntu,n4),(memcached,n4),(traefik,n4),(redis,n4),(postgres,n4),(mysql,n4)"
4.50736,0.57322,3525,5076,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n58),(mysql,n58),(ubuntu,n15),(redis,n15)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n34),(alpine,n34),(memcached,n34),(nginx,n34),(httpd,n34),(rabbitmq,n34),(mariadb,n34),(postgres,n34),(ubuntu,n58),(traefik,n58),(redis,n58),(mysql,n58)"
3.67204,45.3458,-1,-1,,
3.9583,0.57286,6318,8235,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(mysql,n23)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n52),(alpine,n52),(ubuntu,n52),(memcached,n52),(traefik,n52),(redis,n52),(nginx,n52),(httpd,n52),(rabbitmq,n52),(mariadb,n52),(postgres,n52),(mysql,n23)"
20.19609,1.45651,12126,16638,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n85),(ubuntu,n85),(traefik,n5),(ubuntu,n5),(redis,n5),(mysql,n5),(traefik,n7),(ubuntu,n7),(redis,n7),(mysql,n7),(traefik,n76),(mysql,n76),(postgres,n18),(redis,n77)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n101),(alpine,n101),(memcached,n101),(nginx,n101),(httpd,n101),(rabbitmq,n101),(mariadb,n101),(postgres,n101),(busybox,n32),(alpine,n32),(ubuntu,n32),(memcached,n32),(traefik,n32),(redis,n32),(nginx,n32),(httpd,n32),(rabbitmq,n32),(mariadb,n32),(postgres,n32),(mysql,n32),(ubuntu,n4),(traefik,n4),(redis,n4),(mysql,n4)"
3.87508,1.43956,10773,12690,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(mysql,n36)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n56),(alpine,n56),(ubuntu,n56),(memcached,n56),(traefik,n56),(redis,n56),(nginx,n56),(httpd,n56),(rabbitmq,n56),(mariadb,n56),(postgres,n56),(mysql,n6)"
4.14945,1.47964,12690,12690,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3)"
4.14553,1.45408,12690,12690,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3)"
4.63947,2.89436,13044,16215,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n15),(ubuntu,n15),(redis,n15),(mysql,n15),(traefik,n16),(redis,n16),(mysql,n16)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n46),(alpine,n46),(memcached,n46),(nginx,n46),(httpd,n46),(rabbitmq,n46),(mariadb,n46),(postgres,n46),(busybox,n16),(alpine,n16),(ubuntu,n16),(memcached,n16),(traefik,n16),(redis,n16),(nginx,n16),(httpd,n16),(rabbitmq,n16),(mariadb,n16),(postgres,n16),(mysql,n16),(ubuntu,n25),(traefik,n25),(redis,n25),(mysql,n25)"
6.37954,0.47638,6189,7614,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n17),(traefik,n17),(ubuntu,n17),(mysql,n17),(redis,n69)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n65),(alpine,n65),(nginx,n65),(httpd,n65),(rabbitmq,n65),(mariadb,n65),(postgres,n65),(ubuntu,n25),(memcached,n25),(traefik,n25),(redis,n25),(mysql,n25)"
4.78027,2.12961,8601,9588,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n58),(postgres,n58),(traefik,n21),(ubuntu,n21),(redis,n21),(mysql,n21)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n83),(alpine,n83),(nginx,n83),(httpd,n83),(rabbitmq,n83),(mariadb,n83),(ubuntu,n21),(traefik,n21),(redis,n21),(mysql,n21),(memcached,n31),(postgres,n31)"
5.54557,2.18535,9588,11139,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n6),(ubuntu,n6),(redis,n6),(mysql,n16)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n4),(alpine,n4),(memcached,n4),(nginx,n4),(httpd,n4),(rabbitmq,n4),(mariadb,n4),(postgres,n4),(ubuntu,n6),(traefik,n6),(redis,n6),(mysql,n6)"
4.88763,0.84608,14916,16341,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n20),(traefik,n20),(ubuntu,n20),(redis,n20),(mysql,n20)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n14),(alpine,n14),(nginx,n14),(httpd,n14),(rabbitmq,n14),(mariadb,n14),(postgres,n14),(ubuntu,n20),(memcached,n20),(traefik,n20),(redis,n20),(mysql,n20)"
4.79795,2.79274,13803,15228,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n14),(traefik,n6),(ubuntu,n6),(mysql,n6),(redis,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n4),(alpine,n4),(nginx,n4),(httpd,n4),(rabbitmq,n4),(mariadb,n4),(postgres,n4),(ubuntu,n14),(memcached,n14),(traefik,n14),(redis,n14),(mysql,n14)"
4.70174,0.69673,9450,11070,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n6),(redis,n6),(mysql,n6)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n16),(alpine,n16),(ubuntu,n16),(memcached,n16),(nginx,n16),(httpd,n16),(rabbitmq,n16),(mariadb,n16),(postgres,n16),(traefik,n6),(redis,n6),(mysql,n6)"
5.30813,0.33462,5076,5076,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3)"
3.76443,45.37585,-1,-1,,
51.29495,0.60075,9165,10152,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n17),(redis,n17),(traefik,n10),(postgres,n10),(ubuntu,n10),(mysql,n19)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n83),(alpine,n83),(nginx,n83),(httpd,n83),(rabbitmq,n83),(mariadb,n83),(ubuntu,n17),(memcached,n17),(traefik,n17),(redis,n17),(postgres,n17),(mysql,n17)"
6.99578,1.94498,7176,10152,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n94),(traefik,n94),(ubuntu,n94),(redis,n94),(mysql,n94),(traefik,n48),(ubuntu,n48),(redis,n60),(mysql,n60)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n60),(alpine,n60),(ubuntu,n60),(traefik,n60),(redis,n60),(nginx,n60),(httpd,n60),(rabbitmq,n60),(mariadb,n60),(postgres,n60),(mysql,n60),(busybox,n16),(alpine,n16),(memcached,n16),(nginx,n16),(httpd,n16),(rabbitmq,n16),(mariadb,n16),(postgres,n16),(ubuntu,n24),(memcached,n24),(traefik,n24),(redis,n24),(mysql,n24)"
5.08221,46.35932,-1,-1,,
5.46856,0.4808,2538,2538,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3)"
5.07435,0.66134,11070,12690,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n48),(redis,n48),(mysql,n48)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n83),(alpine,n83),(ubuntu,n83),(memcached,n83),(nginx,n83),(httpd,n83),(rabbitmq,n83),(mariadb,n83),(postgres,n83),(traefik,n48),(redis,n48),(mysql,n48)"
50.99857,2.3705,12526,14916,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n27),(memcached,n53),(traefik,n15),(ubuntu,n20),(ubuntu,n45),(redis,n22),(mysql,n22),(redis,n69),(mysql,n69)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n53),(alpine,n53),(nginx,n53),(httpd,n53),(rabbitmq,n53),(mariadb,n53),(postgres,n53),(ubuntu,n28),(memcached,n28),(traefik,n28),(redis,n28),(mysql,n28)"
6.16312,1.58976,8532,10152,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n7),(redis,n7),(mysql,n7)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n100),(alpine,n100),(ubuntu,n100),(memcached,n100),(nginx,n100),(httpd,n100),(rabbitmq,n100),(mariadb,n100),(postgres,n100),(traefik,n11),(redis,n11),(mysql,n11)"
5.46946,1.25587,9348,12690,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n5),(traefik,n5),(ubuntu,n5),(redis,n5),(mysql,n5),(mysql,n20)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n59),(alpine,n59),(nginx,n59),(httpd,n59),(rabbitmq,n59),(mariadb,n59),(postgres,n59),(busybox,n8),(alpine,n8),(ubuntu,n8),(memcached,n8),(traefik,n8),(redis,n8),(nginx,n8),(httpd,n8),(rabbitmq,n8),(mariadb,n8),(postgres,n8),(ubuntu,n5),(memcached,n5),(traefik,n5),(redis,n5),(mysql,n5),(mysql,n32)"
5.63291,1.81012,8532,10152,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n21),(redis,n21),(mysql,n21)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n19),(alpine,n19),(ubuntu,n19),(memcached,n19),(nginx,n19),(httpd,n19),(rabbitmq,n19),(mariadb,n19),(postgres,n19),(traefik,n21),(redis,n21),(mysql,n21)"
29.07597,15.18604,19662,22170,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n19),(httpd,n19),(postgres,n19),(traefik,n10),(redis,n10),(mysql,n10),(ubuntu,n17),(rabbitmq,n17),(mysql,n8)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n87),(alpine,n87),(nginx,n87),(mariadb,n87),(busybox,n96),(alpine,n96),(ubuntu,n96),(memcached,n96),(traefik,n96),(redis,n96),(nginx,n96),(httpd,n96),(rabbitmq,n96),(mariadb,n96),(postgres,n96),(ubuntu,n17),(memcached,n17),(httpd,n17),(rabbitmq,n17),(postgres,n17),(traefik,n10),(redis,n10),(mysql,n10),(mysql,n8)"
4.65877,0.54247,5076,5076,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3)"
