asp_time,heu_time,asp_cost,heu_cost,asp_placement,heu_placement
56.67644,1.14675,12846,13311,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n12),(mysql,n12),(traefik,n17),(httpd,n17),(postgres,n17),(ubuntu,n17),(redis,n22),(rabbitmq,n101)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n89),(alpine,n89),(ubuntu,n89),(memcached,n89),(traefik,n89),(redis,n89),(nginx,n89),(httpd,n89),(rabbitmq,n89),(mariadb,n89),(postgres,n89),(mysql,n12)"
13.15781,29.42402,8289,11265,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n40),(traefik,n40),(ubuntu,n40),(redis,n40),(mysql,n40),(traefik,n65),(ubuntu,n6),(redis,n6),(mysql,n41)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n139),(alpine,n139),(nginx,n139),(httpd,n139),(rabbitmq,n139),(mariadb,n139),(postgres,n139),(busybox,n49),(alpine,n49),(memcached,n49),(nginx,n49),(httpd,n49),(rabbitmq,n49),(mariadb,n49),(postgres,n49),(ubuntu,n40),(memcached,n40),(traefik,n40),(redis,n40),(mysql,n40),(ubuntu,n6),(traefik,n6),(redis,n6),(mysql,n6)"
53.94134,23.27332,9639,11265,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n9),(traefik,n9),(memcached,n13),(memcached,n16),(traefik,n16),(ubuntu,n16),(redis,n16),(mysql,n16),(alpine,n5),(traefik,n40),(postgres,n40),(ubuntu,n59),(redis,n59),(mysql,n59)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n69),(alpine,n69),(nginx,n69),(httpd,n69),(rabbitmq,n69),(mariadb,n69),(busybox,n86),(alpine,n86),(nginx,n86),(httpd,n86),(rabbitmq,n86),(mariadb,n86),(postgres,n86),(ubuntu,n59),(memcached,n59),(traefik,n59),(redis,n59),(mysql,n59),(ubuntu,n16),(memcached,n16),(traefik,n16),(redis,n16),(mysql,n16),(postgres,n43)"
13.15098,19.64947,7740,10152,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n19),(traefik,n19),(ubuntu,n19),(redis,n19),(mysql,n19),(memcached,n35),(traefik,n35),(ubuntu,n35),(redis,n35),(mysql,n35),(postgres,n38)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n15),(alpine,n15),(nginx,n15),(httpd,n15),(rabbitmq,n15),(mariadb,n15),(busybox,n32),(alpine,n32),(nginx,n32),(httpd,n32),(rabbitmq,n32),(mariadb,n32),(postgres,n32),(ubuntu,n19),(memcached,n19),(traefik,n19),(redis,n19),(mysql,n19),(ubuntu,n35),(memcached,n35),(traefik,n35),(redis,n35),(postgres,n35),(mysql,n35)"
10.75103,45.62762,-1,-1,,
14.90027,2.25486,14916,17454,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n8),(traefik,n8),(ubuntu,n8),(memcached,n51),(traefik,n51),(ubuntu,n51),(redis,n51),(mysql,n51),(redis,n17),(mysql,n14)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n83),(alpine,n83),(nginx,n83),(httpd,n83),(rabbitmq,n83),(mariadb,n83),(postgres,n83),(ubuntu,n9),(memcached,n9),(traefik,n9),(redis,n9),(mysql,n9)"
58.50191,1.8998,20413,16146,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(busybox,n5),(nginx,n5),(traefik,n5),(postgres,n5),(redis,n5),(mysql,n5),(memcached,n4),(mariadb,n4),(traefik,n4),(traefik,n6),(httpd,n94),(ubuntu,n21),(rabbitmq,n21),(redis,n13),(mysql,n45)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n21),(alpine,n21),(ubuntu,n21),(memcached,n21),(nginx,n21),(httpd,n21),(rabbitmq,n21),(mariadb,n21),(postgres,n21),(traefik,n11),(redis,n11),(mysql,n11)"
56.97887,2.36971,8799,9165,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n5),(traefik,n5),(postgres,n9),(ubuntu,n6),(redis,n19),(redis,n54),(mysql,n24),(mysql,n47)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n78),(alpine,n78),(nginx,n78),(httpd,n78),(rabbitmq,n78),(mariadb,n78),(ubuntu,n13),(memcached,n13),(traefik,n13),(redis,n13),(postgres,n13),(mysql,n13)"
11.1239,2.66162,14241,15228,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(memcached,n41),(ubuntu,n41),(redis,n41),(mysql,n41),(traefik,n121),(postgres,n121)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n143),(alpine,n143),(nginx,n143),(httpd,n143),(rabbitmq,n143),(mariadb,n143),(ubuntu,n41),(memcached,n41),(traefik,n41),(redis,n41),(postgres,n41),(mysql,n41)"
11.0515,0.94088,8532,10152,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n119),(redis,n108),(mysql,n92)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n58),(alpine,n58),(ubuntu,n58),(memcached,n58),(nginx,n58),(httpd,n58),(rabbitmq,n58),(mariadb,n58),(postgres,n58),(traefik,n92),(redis,n92),(mysql,n92)"
