step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,57.84093,4.50167,-1,57.84093,2962,3545,-1,2962,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n11)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n225),(memcached,n225),(nginx,n225),(mariadb,n225)",,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n11)"
1,61.45802,12.0702,29.71942,29.71942,3113,3923,3367,3367,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n72),(memcached,n358)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n226),(nginx,n226),(mariadb,n226),(memcached,n310)","(memcached,n310),(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3)","(memcached,n310),(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3)"
2,57.23297,68.95816,68.27898,125.51195000000001,6401,-1,-1,6401,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n323),(memcached,n323),(nginx,n323),(mariadb,n323),(memcached,n78),(memcached,n147)",,,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n323),(memcached,n323),(nginx,n323),(mariadb,n323),(memcached,n78),(memcached,n147)"
3,52.46514,69.3434,69.58607,122.05121,3240,-1,-1,3240,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n6),(memcached,n147),(memcached,n156)",,,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n6),(memcached,n147),(memcached,n156)"
4,54.68376,70.55218,69.33641,124.02017000000001,4352,-1,-1,4352,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n472),(memcached,n472),(nginx,n472),(mariadb,n472),(memcached,n336)",,,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n472),(memcached,n472),(nginx,n472),(mariadb,n472),(memcached,n336)"
5,58.33052,15.92134,39.58891,39.58891,3113,3923,4479,4479,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n6),(memcached,n336)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n226),(nginx,n226),(mariadb,n226),(memcached,n310)","(memcached,n310),(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3),(busybox,n472),(nginx,n472),(mariadb,n472)","(memcached,n310),(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3),(busybox,n472),(nginx,n472),(mariadb,n472)"
6,57.3418,69.38534,68.98569,126.32749000000001,3240,-1,-1,3240,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n6),(memcached,n210),(memcached,n358)",,,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n6),(memcached,n210),(memcached,n358)"
7,52.00813,11.35898,15.85733,15.85733,2986,3542,2986,2986,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n336)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n226),(nginx,n226),(mariadb,n226),(memcached,n336)","(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3),(memcached,n336)","(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3),(memcached,n336)"
8,52.63158,69.95531,69.06713,121.69871,3300,-1,-1,3300,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n56),(memcached,n181),(memcached,n358)",,,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n56),(memcached,n181),(memcached,n358)"
9,53.97505,69.23531,69.15097,123.12602000000001,3170,-1,-1,3170,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n149),(memcached,n358)",,,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n149),(memcached,n358)"
