step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,15.79299,3.8864,-1,15.79299,3088,3671,-1,3088,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n14),(nginx,n14),(mariadb,n14),(memcached,n34)",,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)"
1,14.25444,2.45629,0.77042,0.77042,3088,3671,3088,3088,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n200),(nginx,n200),(mariadb,n200),(memcached,n34)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)"
2,12.74808,3.98847,0.90541,0.90541,3028,3599,3028,3028,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n186),(nginx,n186),(mariadb,n186),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)"
3,13.15836,4.44231,1.08947,1.08947,3028,3599,3028,3028,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n186),(nginx,n186),(mariadb,n186),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)"
4,15.28771,66.05356,65.95799,81.2457,3524,-1,-1,3524,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5),(memcached,n164)",,,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5),(memcached,n164)"
5,15.72912,4.55991,6.80908,6.80908,3028,3599,3028,3028,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n186),(nginx,n186),(mariadb,n186),(memcached,n33)","(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(memcached,n3),(busybox,n3),(nginx,n3),(mariadb,n3),(memcached,n33)"
6,14.20425,4.52722,1.0902,1.0902,3028,3599,3028,3028,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n186),(nginx,n186),(mariadb,n186),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)"
7,14.42075,4.65131,1.1025,1.1025,3028,3599,3028,3028,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n186),(nginx,n186),(mariadb,n186),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)"
8,16.15379,5.02867,1.37236,1.37236,3028,3599,3028,3028,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n186),(nginx,n186),(mariadb,n186),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)"
9,13.18445,4.2416,1.46358,1.46358,3010,3581,3010,3010,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n5)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n141),(nginx,n141),(mariadb,n141),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)"
10,13.91032,3.8202,1.26697,1.26697,3010,3581,3010,3010,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(busybox,n141),(nginx,n141),(mariadb,n141),(memcached,n34)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)","(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n33)"
