step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,10.81446,66.50757,-1,10.81446,-1,-1,-1,-1,,,,
1,11.76438,65.31344,2e-05,11.764399999999998,-1,-1,-1,-1,,,,
2,11.56217,0.4774,2e-05,11.56219,5994,7614,-1,5994,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n12),(mysql,n12),(redis,n16)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n15),(alpine,n15),(ubuntu,n15),(memcached,n15),(traefik,n15),(redis,n15),(nginx,n15),(httpd,n15),(rabbitmq,n15),(mariadb,n15),(postgres,n15),(mysql,n15)",,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n12),(mysql,n12),(redis,n16)"
3,13.58381,0.8165,0.50223,0.50223,5994,7614,5994,5994,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n12),(redis,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(redis,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n15),(alpine,n15),(ubuntu,n15),(memcached,n15),(nginx,n15),(httpd,n15),(rabbitmq,n15),(mariadb,n15),(postgres,n15),(traefik,n12),(redis,n12),(mysql,n12)","(redis,n3),(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)","(redis,n3),(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(traefik,n3),(nginx,n3),(httpd,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)"
4,12.09436,0.45051,0.37704,0.37704,5036,5036,5964,5964,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)"
5,11.24396,0.77683,0.32866,0.32866,5964,7554,5964,5964,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n12),(redis,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n59),(alpine,n59),(ubuntu,n59),(memcached,n59),(httpd,n59),(nginx,n59),(rabbitmq,n59),(mariadb,n59),(postgres,n59),(redis,n12),(traefik,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)"
6,10.85638,0.63812,0.36962,0.36962,5964,7554,5964,5964,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n12),(redis,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n59),(alpine,n59),(ubuntu,n59),(memcached,n59),(httpd,n59),(nginx,n59),(rabbitmq,n59),(mariadb,n59),(postgres,n59),(redis,n16),(traefik,n16),(mysql,n16)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(redis,n12),(traefik,n12),(mysql,n12)"
7,11.25407,0.54422,0.76287,0.76287,5907,7485,5907,5907,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n17),(redis,n17),(mysql,n15)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n59),(alpine,n59),(ubuntu,n59),(memcached,n59),(httpd,n59),(nginx,n59),(rabbitmq,n59),(mariadb,n59),(postgres,n59),(redis,n15),(traefik,n15),(mysql,n15)","(redis,n3),(traefik,n3),(mysql,n3),(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(redis,n15),(traefik,n15),(mysql,n15)","(redis,n3),(traefik,n3),(mysql,n3),(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(redis,n15),(traefik,n15),(mysql,n15)"
8,11.38239,0.81219,0.5487,0.5487,6041,7563,6041,6041,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n12),(ubuntu,n12),(redis,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n110),(alpine,n110),(memcached,n110),(httpd,n110),(nginx,n110),(rabbitmq,n110),(mariadb,n110),(postgres,n110),(ubuntu,n15),(redis,n15),(traefik,n15),(mysql,n15)","(ubuntu,n3),(busybox,n3),(alpine,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(ubuntu,n15),(redis,n15),(traefik,n15),(mysql,n15)","(ubuntu,n3),(busybox,n3),(alpine,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(ubuntu,n15),(redis,n15),(traefik,n15),(mysql,n15)"
9,10.9879,0.74559,0.41162,0.41162,6041,7563,6041,6041,"(busybox,n3),(memcached,n3),(nginx,n3),(mariadb,n3),(alpine,n3),(traefik,n3),(httpd,n3),(postgres,n3),(ubuntu,n3),(redis,n3),(rabbitmq,n3),(mysql,n3),(traefik,n12),(ubuntu,n12),(redis,n12),(mysql,n12)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(busybox,n110),(alpine,n110),(memcached,n110),(httpd,n110),(nginx,n110),(rabbitmq,n110),(mariadb,n110),(postgres,n110),(ubuntu,n15),(redis,n15),(traefik,n15),(mysql,n15)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(ubuntu,n15),(redis,n15),(traefik,n15),(mysql,n15)","(busybox,n3),(alpine,n3),(ubuntu,n3),(memcached,n3),(redis,n3),(traefik,n3),(httpd,n3),(nginx,n3),(rabbitmq,n3),(mariadb,n3),(postgres,n3),(mysql,n3),(ubuntu,n15),(redis,n15),(traefik,n15),(mysql,n15)"
