step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,1.67847,0.4922,-1,1.67847,4250,4254,-1,4250,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n38),(nginx,n76),(mariadb,n52)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n52),(nginx,n52),(mariadb,n52)",,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n38),(nginx,n76),(mariadb,n52)"
1,1.2529,30.07382,15.05597,16.30887,6247,-1,-1,6247,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n110),(nginx,n110),(mariadb,n110),(memcached,n76),(nginx,n76),(mariadb,n76),(nginx,n20),(mariadb,n20)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n110),(nginx,n110),(mariadb,n110),(memcached,n76),(nginx,n76),(mariadb,n76),(nginx,n20),(mariadb,n20)"
2,1.26617,0.08609,0.10975,0.10975,4124,4254,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(nginx,n20),(mariadb,n20)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n106),(nginx,n20),(mariadb,n20)","(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n106),(nginx,n20),(mariadb,n20),(busybox,n110)","(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n106),(nginx,n20),(mariadb,n20),(busybox,n110)"
3,1.25653,0.14724,0.43154,0.43154,4250,4254,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n76),(nginx,n76),(mariadb,n76)","(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n76),(nginx,n76),(mariadb,n76),(busybox,n110)","(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n76),(nginx,n76),(mariadb,n76),(busybox,n110)"
4,1.22542,0.12672,0.08139,0.08139,4250,4254,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n34),(nginx,n38),(mariadb,n52)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n52),(nginx,n52),(mariadb,n52)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)"
5,1.27388,0.13452,0.07921,0.07921,4250,4254,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n52),(nginx,n76),(mariadb,n38)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n52),(nginx,n38),(mariadb,n38)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)"
6,1.2542,0.12005,0.07658,0.07658,4250,4254,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n52),(nginx,n52),(mariadb,n52)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)"
7,1.34686,0.08073,0.07814,0.07814,3545,3545,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)"
8,1.31127,0.15192,0.08235,0.08235,4250,4254,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n38),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n110),(memcached,n76),(nginx,n76),(mariadb,n76)"
9,1.21506,0.13091,0.27909,0.27909,4250,4254,4258,4258,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n34),(nginx,n38),(mariadb,n38)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n106),(memcached,n52),(nginx,n52),(mariadb,n52)","(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n52),(nginx,n52),(mariadb,n52),(busybox,n110)","(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n52),(nginx,n52),(mariadb,n52),(busybox,n110)"
