step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,6.00517,30.89156,-1,6.00517,5274,-1,-1,5274,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n5),(memcached,n17),(nginx,n3),(mariadb,n3),(nginx,n10),(mariadb,n10)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n5),(memcached,n17),(nginx,n3),(mariadb,n3),(nginx,n10),(mariadb,n10)"
1,6.80367,30.56058,15.3513,22.15497,6944,-1,-1,6944,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(memcached,n3),(memcached,n5),(memcached,n186),(nginx,n186),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n27),(mariadb,n116)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(memcached,n3),(memcached,n5),(memcached,n186),(nginx,n186),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n27),(mariadb,n116)"
2,9.12626,30.45126,15.41283,24.53909,4695,-1,-1,4695,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n3),(mariadb,n3),(nginx,n5),(mariadb,n5),(nginx,n56),(mariadb,n56)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n3),(mariadb,n3),(nginx,n5),(mariadb,n5),(nginx,n56),(mariadb,n56)"
3,10.97239,30.57646,15.43687,26.409260000000003,5400,-1,-1,5400,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n17),(mariadb,n17),(nginx,n18),(nginx,n91),(mariadb,n91)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n3),(mariadb,n3),(memcached,n17),(mariadb,n17),(nginx,n18),(nginx,n91),(mariadb,n91)"
4,5.68455,30.38567,15.48666,21.171210000000002,7011,-1,-1,7011,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n5),(nginx,n5),(mariadb,n5),(memcached,n17),(nginx,n17),(nginx,n27),(nginx,n148),(mariadb,n148),(mariadb,n18),(mariadb,n45)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n5),(nginx,n5),(mariadb,n5),(memcached,n17),(nginx,n17),(nginx,n27),(nginx,n148),(mariadb,n148),(mariadb,n18),(mariadb,n45)"
5,6.52559,30.31791,15.39953,21.92512,10233,-1,-1,10233,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(busybox,n64),(memcached,n64),(nginx,n64),(mariadb,n64),(memcached,n3),(memcached,n86),(nginx,n5),(mariadb,n5),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n18),(nginx,n116),(mariadb,n116)",,,"(busybox,n1),(memcached,n1),(nginx,n1),(mariadb,n1),(busybox,n64),(memcached,n64),(nginx,n64),(mariadb,n64),(memcached,n3),(memcached,n86),(nginx,n5),(mariadb,n5),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n18),(nginx,n116),(mariadb,n116)"
6,5.36607,5.10702,15.37261,20.73868,4695,4829,-1,4695,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n18)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n186),(busybox,n18),(memcached,n18),(nginx,n18),(mariadb,n18),(memcached,n3),(nginx,n10),(mariadb,n10)",,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n18)"
7,5.44554,2.49165,8.80208,8.80208,3411,3545,3537,3537,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n37),(nginx,n5),(mariadb,n5),(nginx,n52),(mariadb,n52)","(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(busybox,n186),(memcached,n186),(busybox,n18),(memcached,n18),(nginx,n18),(mariadb,n18),(nginx,n5),(mariadb,n5)","(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n0),(nginx,n5),(mariadb,n5),(nginx,n18),(mariadb,n18),(memcached,n3)","(nginx,n0),(mariadb,n0),(busybox,n0),(memcached,n0),(nginx,n5),(mariadb,n5),(nginx,n18),(mariadb,n18),(memcached,n3)"
8,5.76803,30.4565,15.47487,21.2429,5400,-1,-1,5400,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n2),(nginx,n2),(mariadb,n2),(memcached,n5),(nginx,n5),(mariadb,n5),(nginx,n17),(mariadb,n17),(nginx,n56),(mariadb,n56)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n2),(nginx,n2),(mariadb,n2),(memcached,n5),(nginx,n5),(mariadb,n5),(nginx,n17),(mariadb,n17),(nginx,n56),(mariadb,n56)"
9,4.99043,30.29065,15.27949,20.26992,5274,-1,-1,5274,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n18),(nginx,n56),(mariadb,n56)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(memcached,n3),(nginx,n10),(mariadb,n10),(nginx,n18),(mariadb,n18),(nginx,n56),(mariadb,n56)"
