step,asp_time,heu_time,cr_time,declace_time,asp_cost,heu_cost,cr_cost,declace_cost,asp_placement,heu_placement,cr_placement,declace_placement
0,2.95633,0.54551,-1,2.95633,8976,8988,-1,8976,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n34),(nginx,n52),(traefik,n52),(postgres,n52),(mariadb,n76),(httpd,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52)",,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n34),(nginx,n52),(traefik,n52),(postgres,n52),(mariadb,n76),(httpd,n38)"
1,2.49241,30.07456,15.04847,17.54088,13184,-1,-1,13184,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(busybox,n110),(memcached,n110),(nginx,n110),(mariadb,n110),(alpine,n110),(traefik,n110),(httpd,n110),(postgres,n110),(memcached,n76),(nginx,n76),(mariadb,n76),(traefik,n76),(httpd,n76),(postgres,n76),(nginx,n20),(mariadb,n20),(httpd,n20),(postgres,n20)",,,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(busybox,n110),(memcached,n110),(nginx,n110),(mariadb,n110),(alpine,n110),(traefik,n110),(httpd,n110),(postgres,n110),(memcached,n76),(nginx,n76),(mariadb,n76),(traefik,n76),(httpd,n76),(postgres,n76),(nginx,n20),(mariadb,n20),(httpd,n20),(postgres,n20)"
2,2.52156,0.1152,0.17045,0.17045,8850,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(nginx,n20),(mariadb,n20),(httpd,n20),(postgres,n20),(traefik,n28)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n106),(traefik,n20),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n106),(traefik,n20),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(busybox,n110),(alpine,n110)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n106),(traefik,n20),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(busybox,n110),(alpine,n110)"
3,2.52986,0.2584,0.88448,0.88448,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n76),(nginx,n76),(mariadb,n76),(traefik,n76),(httpd,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76),(busybox,n110),(alpine,n110)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76),(busybox,n110),(alpine,n110)"
4,2.49042,0.15911,0.07724,0.07724,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n34),(nginx,n52),(mariadb,n38),(httpd,n38),(traefik,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)"
5,2.59917,0.19871,0.07988,0.07988,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n76),(nginx,n76),(traefik,n76),(mariadb,n38),(httpd,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)"
6,2.69793,0.14338,0.08019,0.08019,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n52),(postgres,n52),(nginx,n76),(mariadb,n76),(httpd,n76),(traefik,n34)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)"
7,2.58425,0.08499,0.08259,0.08259,7490,7490,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)"
8,2.70089,0.24451,0.08437,0.08437,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n76),(nginx,n76),(mariadb,n76),(httpd,n76),(postgres,n76),(traefik,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n38),(traefik,n38),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)"
9,2.67402,0.17011,0.48465,0.48465,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n38),(nginx,n38),(mariadb,n38),(httpd,n38),(postgres,n38),(traefik,n34)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52),(busybox,n110),(alpine,n110)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52),(busybox,n110),(alpine,n110)"
10,3.02135,0.22202,0.72784,0.72784,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n76),(traefik,n76),(nginx,n34),(mariadb,n34),(httpd,n34),(postgres,n34)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n34),(traefik,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n34),(traefik,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34),(busybox,n110),(alpine,n110)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n34),(traefik,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34),(busybox,n110),(alpine,n110)"
11,2.82564,0.08982,0.14624,0.14624,7490,7490,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34)"
12,3.06987,0.1448,0.19654,0.19654,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n28),(nginx,n20),(mariadb,n20),(httpd,n20),(postgres,n20),(traefik,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n20),(traefik,n20),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)"
13,2.7401,0.15045,0.30091,0.30091,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n38),(nginx,n38),(mariadb,n38),(traefik,n76),(httpd,n76),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)"
14,2.93017,0.08513,0.10307,0.10307,7490,7490,7788,7788,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)"
15,2.74753,0.14193,0.26226,0.26226,8976,8988,9000,9000,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n38),(mariadb,n38),(httpd,n38),(nginx,n52),(traefik,n52),(postgres,n52)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)","(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52),(busybox,n110),(alpine,n110),(memcached,n34),(traefik,n34)"
16,2.60015,0.08115,0.11813,0.11813,4208,4494,4494,4494,"(busybox,n2),(memcached,n2),(nginx,n2),(mariadb,n2),(alpine,n2),(traefik,n2),(httpd,n2),(postgres,n2),(nginx,n38),(mariadb,n86),(httpd,n33),(postgres,n52)","(busybox,n2),(alpine,n2),(memcached,n2),(traefik,n2),(nginx,n2),(httpd,n2),(mariadb,n2),(postgres,n2),(busybox,n106),(alpine,n106),(memcached,n106),(traefik,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)","(busybox,n2),(alpine,n2),(memcached,n2),(traefik,n2),(nginx,n2),(httpd,n2),(mariadb,n2),(postgres,n2),(busybox,n106),(alpine,n106),(memcached,n106),(traefik,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)","(busybox,n2),(alpine,n2),(memcached,n2),(traefik,n2),(nginx,n2),(httpd,n2),(mariadb,n2),(postgres,n2),(busybox,n106),(alpine,n106),(memcached,n106),(traefik,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)"
17,2.73978,0.15865,0.43917,0.43917,8976,8988,8988,8988,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n52),(nginx,n76),(traefik,n76),(httpd,n76),(mariadb,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)"
18,2.36532,0.14623,0.08323,0.08323,8702,8988,8976,8976,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(nginx,n34),(mariadb,n38),(httpd,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n20),(alpine,n20),(memcached,n20),(traefik,n20),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)"
19,3.79771,0.09523,0.10099,0.10099,8976,8988,8976,8976,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n52),(nginx,n69),(mariadb,n76),(traefik,n20),(httpd,n20),(postgres,n20)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n20),(traefik,n20),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)"
20,2.75792,0.15543,0.08992,0.08992,8976,8988,8976,8976,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n34),(httpd,n34),(postgres,n34),(nginx,n52),(mariadb,n38),(traefik,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n20),(alpine,n20),(memcached,n52),(traefik,n52),(nginx,n52),(httpd,n52),(mariadb,n52),(postgres,n52)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n52),(traefik,n38),(nginx,n38),(httpd,n38),(mariadb,n38),(postgres,n38)"
21,2.8252,1.75574,12.74693,12.74693,10188,10486,10314,10314,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n38),(traefik,n38),(httpd,n38),(nginx,n20),(mariadb,n20),(httpd,n20),(postgres,n20),(nginx,n34),(mariadb,n34),(postgres,n76)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n20),(alpine,n20),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(busybox,n106),(alpine,n106),(memcached,n106),(traefik,n106),(memcached,n34),(traefik,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34)","(memcached,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(traefik,n0),(memcached,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34),(memcached,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(traefik,n38)","(memcached,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(traefik,n0),(memcached,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34),(memcached,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(traefik,n38)"
22,2.73534,1.40102,11.6633,11.6633,10188,10486,10462,10462,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n76),(nginx,n76),(mariadb,n76),(traefik,n76),(httpd,n76),(postgres,n76),(nginx,n20),(mariadb,n20),(httpd,n20),(postgres,n20)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n20),(alpine,n20),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20),(busybox,n106),(alpine,n106),(memcached,n106),(traefik,n106),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76),(memcached,n106),(traefik,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)","(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n0),(alpine,n0),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76),(memcached,n106),(traefik,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)"
23,3.0088,0.34545,0.14912,0.14912,8976,8988,10462,10462,"(busybox,n0),(memcached,n0),(nginx,n0),(mariadb,n0),(alpine,n0),(traefik,n0),(httpd,n0),(postgres,n0),(memcached,n34),(httpd,n34),(postgres,n34),(nginx,n76),(mariadb,n38),(traefik,n38)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(busybox,n106),(alpine,n106),(memcached,n34),(traefik,n34),(nginx,n34),(httpd,n34),(mariadb,n34),(postgres,n34)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76),(memcached,n106),(traefik,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)","(busybox,n0),(alpine,n0),(memcached,n0),(traefik,n0),(nginx,n0),(httpd,n0),(mariadb,n0),(postgres,n0),(memcached,n76),(traefik,n76),(nginx,n76),(httpd,n76),(mariadb,n76),(postgres,n76),(memcached,n106),(traefik,n106),(nginx,n20),(httpd,n20),(mariadb,n20),(postgres,n20)"
